article_id;user_id;overall subjectivity in %;urls;;;;;;;
4;32;80.0;http://rightwingnews.com/top-news/charlotte-police-reveal-said-black-man-just-moments-shooting/;;;;;;;
4;34;30.0;http://rightwingnews.com/top-news/charlotte-police-reveal-said-black-man-just-moments-shooting/;;;;;;;
4;35;100.0;http://rightwingnews.com/top-news/charlotte-police-reveal-said-black-man-just-moments-shooting/;;;;;;;
5;2;20.0;http://politi.co/2d1xPwp;;;;;;;
5;3;3.0;http://politi.co/2d1xPwp;;;;;;;
5;5;40.0;http://politi.co/2d1xPwp;;;;;;;
5;6;50.0;http://politi.co/2d1xPwp;;;;;;;
5;7;65.0;http://politi.co/2d1xPwp;;;;;;;
5;11;0.0;http://politi.co/2d1xPwp;;;;;;;
5;12;10.0;http://politi.co/2d1xPwp;;;;;;;
5;14;10.0;http://politi.co/2d1xPwp;;;;;;;
5;15;40.0;http://politi.co/2d1xPwp;;;;;;;
5;16;70.0;http://politi.co/2d1xPwp;;;;;;;
5;19;0.0;http://politi.co/2d1xPwp;;;;;;;
5;22;85.0;http://politi.co/2d1xPwp;;;;;;;
5;25;20.0;http://politi.co/2d1xPwp;;;;;;;
5;28;10.0;http://politi.co/2d1xPwp;;;;;;;
5;29;5.0;http://politi.co/2d1xPwp;;;;;;;
5;30;30.0;http://politi.co/2d1xPwp;;;;;;;
5;32;10.0;http://politi.co/2d1xPwp;;;;;;;
5;35;80.0;http://politi.co/2d1xPwp;;;;;;;
5;37;55.0;http://politi.co/2d1xPwp;;;;;;;
5;38;10.0;http://politi.co/2d1xPwp;;;;;;;
6;2;50.0;http://politi.co/2d2EDuM;;;;;;;
6;3;65.0;http://politi.co/2d2EDuM;;;;;;;
6;5;10.0;http://politi.co/2d2EDuM;;;;;;;
6;6;40.0;http://politi.co/2d2EDuM;;;;;;;
6;7;49.0;http://politi.co/2d2EDuM;;;;;;;
6;11;40.0;http://politi.co/2d2EDuM;;;;;;;
6;12;0.0;http://politi.co/2d2EDuM;;;;;;;
6;14;20.0;http://politi.co/2d2EDuM;;;;;;;
6;15;20.0;http://politi.co/2d2EDuM;;;;;;;
6;19;10.0;http://politi.co/2d2EDuM;;;;;;;
6;22;10.0;http://politi.co/2d2EDuM;;;;;;;
6;25;10.0;http://politi.co/2d2EDuM;;;;;;;
6;28;15.0;http://politi.co/2d2EDuM;;;;;;;
6;29;5.0;http://politi.co/2d2EDuM;;;;;;;
6;30;20.0;http://politi.co/2d2EDuM;;;;;;;
6;32;0.0;http://politi.co/2d2EDuM;;;;;;;
6;37;60.0;http://politi.co/2d2EDuM;;;;;;;
6;38;25.0;http://politi.co/2d2EDuM;;;;;;;
6;39;10.0;http://politi.co/2d2EDuM;;;;;;;
6;41;30.0;http://politi.co/2d2EDuM;;;;;;;
7;2;80.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;3;65.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;5;80.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;6;98.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;7;60.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;11;30.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;12;99.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;14;90.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;15;85.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;19;100.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;25;60.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;28;60.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;29;90.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;30;80.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;32;75.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;34;60.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;37;45.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;38;100.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;42;90.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
7;43;70.0;http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost;;;;;;;
8;2;60.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;3;56.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;5;90.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;6;99.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;7;70.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;11;100.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;12;80.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;14;100.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;15;85.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;19;85.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;22;90.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;25;45.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;28;90.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;29;100.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;30;90.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;32;45.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;38;100.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;42;70.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;43;75.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
8;44;100.0;http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/;;;;;;;
9;2;70.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;3;67.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;5;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;6;99.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;7;60.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;11;100.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;12;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;14;75.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;19;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;22;95.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;25;70.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;28;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;29;89.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;30;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;32;80.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;38;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;42;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;43;90.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;46;100.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
9;47;80.0;http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/;;;;;;;
10;2;100.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;3;34.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;5;50.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;6;79.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;7;10.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;11;80.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;12;90.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;14;5.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;15;0.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;19;0.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;25;20.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;28;5.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;29;0.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;30;40.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;32;90.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;38;30.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;42;80.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;43;10.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;46;30.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
10;47;60.0;http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;;;;;;;
11;2;20.0;http://cnn.it/2dl3hpQ;;;;;;;
11;3;34.0;http://cnn.it/2dl3hpQ;;;;;;;
11;5;20.0;http://cnn.it/2dl3hpQ;;;;;;;
11;6;51.0;http://cnn.it/2dl3hpQ;;;;;;;
11;7;55.0;http://cnn.it/2dl3hpQ;;;;;;;
11;11;0.0;http://cnn.it/2dl3hpQ;;;;;;;
11;12;60.0;http://cnn.it/2dl3hpQ;;;;;;;
11;14;15.0;http://cnn.it/2dl3hpQ;;;;;;;
11;15;15.0;http://cnn.it/2dl3hpQ;;;;;;;
11;19;10.0;http://cnn.it/2dl3hpQ;;;;;;;
11;25;10.0;http://cnn.it/2dl3hpQ;;;;;;;
11;28;10.0;http://cnn.it/2dl3hpQ;;;;;;;
11;29;0.0;http://cnn.it/2dl3hpQ;;;;;;;
11;30;20.0;http://cnn.it/2dl3hpQ;;;;;;;
11;32;20.0;http://cnn.it/2dl3hpQ;;;;;;;
11;38;0.0;http://cnn.it/2dl3hpQ;;;;;;;
11;42;30.0;http://cnn.it/2dl3hpQ;;;;;;;
11;43;10.0;http://cnn.it/2dl3hpQ;;;;;;;
11;46;40.0;http://cnn.it/2dl3hpQ;;;;;;;
11;47;10.0;http://cnn.it/2dl3hpQ;;;;;;;
12;2;70.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;5;80.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;6;99.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;7;50.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;12;10.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;14;80.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;15;80.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;17;80.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;22;75.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;25;85.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;28;80.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;29;85.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;30;90.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;32;100.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;38;90.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;39;100.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;42;70.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;43;50.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;46;100.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
12;48;75.0;http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/;;;;;;;
13;2;0.0;http://politi.co/2dd2Ajf;;;;;;;
13;5;70.0;http://politi.co/2dd2Ajf;;;;;;;
13;6;70.0;http://politi.co/2dd2Ajf;;;;;;;
13;12;80.0;http://politi.co/2dd2Ajf;;;;;;;
13;14;5.0;http://politi.co/2dd2Ajf;;;;;;;
13;15;60.0;http://politi.co/2dd2Ajf;;;;;;;
13;16;55.0;http://politi.co/2dd2Ajf;;;;;;;
13;17;10.0;http://politi.co/2dd2Ajf;;;;;;;
13;22;70.0;http://politi.co/2dd2Ajf;;;;;;;
13;25;40.0;http://politi.co/2dd2Ajf;;;;;;;
13;28;40.0;http://politi.co/2dd2Ajf;;;;;;;
13;29;0.0;http://politi.co/2dd2Ajf;;;;;;;
13;32;75.0;http://politi.co/2dd2Ajf;;;;;;;
13;35;60.0;http://politi.co/2dd2Ajf;;;;;;;
13;38;50.0;http://politi.co/2dd2Ajf;;;;;;;
13;39;50.0;http://politi.co/2dd2Ajf;;;;;;;
13;42;10.0;http://politi.co/2dd2Ajf;;;;;;;
13;43;30.0;http://politi.co/2dd2Ajf;;;;;;;
13;46;40.0;http://politi.co/2dd2Ajf;;;;;;;
13;49;10.0;http://politi.co/2dd2Ajf;;;;;;;
14;2;0.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;5;0.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;6;45.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;12;50.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;14;10.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;15;10.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;16;70.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;25;10.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;28;0.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;29;50.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;32;0.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;35;80.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;38;0.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;39;10.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;42;40.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;43;0.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;46;10.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;47;50.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;49;100.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
14;50;20.0;http://www.floridasunpost.com/tampa-man-loses-testicles-trying-fill-scuba-tank-weed-smoke/;;;;;;;
15;2;10.0;http://cnn.it/2cQyS4N;;;;;;;
15;5;5.0;http://cnn.it/2cQyS4N;;;;;;;
15;12;10.0;http://cnn.it/2cQyS4N;;;;;;;
15;14;10.0;http://cnn.it/2cQyS4N;;;;;;;
15;15;10.0;http://cnn.it/2cQyS4N;;;;;;;
15;16;40.0;http://cnn.it/2cQyS4N;;;;;;;
15;25;20.0;http://cnn.it/2cQyS4N;;;;;;;
15;29;0.0;http://cnn.it/2cQyS4N;;;;;;;
15;32;80.0;http://cnn.it/2cQyS4N;;;;;;;
